Drug,Age_Group,Base_Dose,Multiplier
valsartan,Infant,215,0.3
valsartan,Adult,215,1.0
valsartan,OldAge,215,0.75
lifitegrast,Infant,289,0.3
lifitegrast,Adult,289,1.0
lifitegrast,OldAge,289,0.75
hydroxypropyl methylcellulose,Infant,230,0.3
hydroxypropyl methylcellulose,Adult,230,1.0
hydroxypropyl methylcellulose,OldAge,230,0.75
pilocarpine,Infant,141,0.3
pilocarpine,Adult,141,1.0
pilocarpine,OldAge,141,0.75
saliva substitutes,Infant,291,0.3
saliva substitutes,Adult,291,1.0
saliva substitutes,OldAge,291,0.75
glycerin,Infant,198,0.3
glycerin,Adult,198,1.0
glycerin,OldAge,198,0.75
emollients,Infant,472,0.3
emollients,Adult,472,1.0
emollients,OldAge,472,0.75
deflazacort,Infant,298,0.3
deflazacort,Adult,298,1.0
deflazacort,OldAge,298,0.75
eteplirsen,Infant,325,0.3
eteplirsen,Adult,325,1.0
eteplirsen,OldAge,325,0.75
golodirsen,Infant,480,0.3
golodirsen,Adult,480,1.0
golodirsen,OldAge,480,0.75
acarbose,Infant,202,0.3
acarbose,Adult,202,1.0
acarbose,OldAge,202,0.75
methscopolamine,Infant,208,0.3
methscopolamine,Adult,208,1.0
methscopolamine,OldAge,208,0.75
atropine / hyoscyamine / phenobarbital / scopolamine,Infant,337,0.3
atropine / hyoscyamine / phenobarbital / scopolamine,Adult,337,1.0
atropine / hyoscyamine / phenobarbital / scopolamine,OldAge,337,0.75
collagenase clostridium histolyticum,Infant,283,0.3
collagenase clostridium histolyticum,Adult,283,1.0
collagenase clostridium histolyticum,OldAge,283,0.75
pyridostigmine,Infant,416,0.3
pyridostigmine,Adult,416,1.0
pyridostigmine,OldAge,416,0.75
pitavastatin,Infant,316,0.3
pitavastatin,Adult,316,1.0
pitavastatin,OldAge,316,0.75
fluvastatin,Infant,82,0.3
fluvastatin,Adult,82,1.0
fluvastatin,OldAge,82,0.75
mefenamic acid,Infant,71,0.3
mefenamic acid,Adult,71,1.0
mefenamic acid,OldAge,71,0.75
ketoprofen,Infant,87,0.3
ketoprofen,Adult,87,1.0
ketoprofen,OldAge,87,0.75
ospemifene,Infant,177,0.3
ospemifene,Adult,177,1.0
ospemifene,OldAge,177,0.75
dehydroepiandrosterone,Infant,297,0.3
dehydroepiandrosterone,Adult,297,1.0
dehydroepiandrosterone,OldAge,297,0.75
ciprofloxacin / dexamethasone,Infant,442,0.3
ciprofloxacin / dexamethasone,Adult,442,1.0
ciprofloxacin / dexamethasone,OldAge,442,0.75
acetic acid / hydrocortisone,Infant,213,0.3
acetic acid / hydrocortisone,Adult,213,1.0
acetic acid / hydrocortisone,OldAge,213,0.75
acetic acid / aluminum acetate,Infant,296,0.3
acetic acid / aluminum acetate,Adult,296,1.0
acetic acid / aluminum acetate,OldAge,296,0.75
amifampridine,Infant,288,0.3
amifampridine,Adult,288,1.0
amifampridine,OldAge,288,0.75
"ebola zaire vaccine, live",Infant,371,0.3
"ebola zaire vaccine, live",Adult,371,1.0
"ebola zaire vaccine, live",OldAge,371,0.75
ulipristal,Infant,481,0.3
ulipristal,Adult,481,1.0
ulipristal,OldAge,481,0.75
ethinyl estradiol / norgestrel,Infant,307,0.3
ethinyl estradiol / norgestrel,Adult,307,1.0
ethinyl estradiol / norgestrel,OldAge,307,0.75
vardenafil,Infant,189,0.3
vardenafil,Adult,189,1.0
vardenafil,OldAge,189,0.75
alprostadil,Infant,129,0.3
alprostadil,Adult,129,1.0
alprostadil,OldAge,129,0.75
avanafil,Infant,495,0.3
avanafil,Adult,495,1.0
avanafil,OldAge,495,0.75
ropinirole,Infant,138,0.3
ropinirole,Adult,138,1.0
ropinirole,OldAge,138,0.75
pramipexole,Infant,56,0.3
pramipexole,Adult,56,1.0
pramipexole,OldAge,56,0.75
carbidopa / levodopa,Infant,395,0.3
carbidopa / levodopa,Adult,395,1.0
carbidopa / levodopa,OldAge,395,0.75
rotigotine,Infant,194,0.3
rotigotine,Adult,194,1.0
rotigotine,OldAge,194,0.75
levodopa,Infant,480,0.3
levodopa,Adult,480,1.0
levodopa,OldAge,480,0.75
oxacillin,Infant,328,0.3
oxacillin,Adult,328,1.0
oxacillin,OldAge,328,0.75
iopamidol,Infant,295,0.3
iopamidol,Adult,295,1.0
iopamidol,OldAge,295,0.75
chlordiazepoxide / clidinium,Infant,246,0.3
chlordiazepoxide / clidinium,Adult,246,1.0
chlordiazepoxide / clidinium,OldAge,246,0.75
tazemetostat,Infant,393,0.3
tazemetostat,Adult,393,1.0
tazemetostat,OldAge,393,0.75
vemurafenib,Infant,192,0.3
vemurafenib,Adult,192,1.0
vemurafenib,OldAge,192,0.75
diflorasone,Infant,242,0.3
diflorasone,Adult,242,1.0
diflorasone,OldAge,242,0.75
calcipotriene,Infant,238,0.3
calcipotriene,Adult,238,1.0
calcipotriene,OldAge,238,0.75
acitretin,Infant,343,0.3
acitretin,Adult,343,1.0
acitretin,OldAge,343,0.75
betamethasone / calcipotriene,Infant,285,0.3
betamethasone / calcipotriene,Adult,285,1.0
betamethasone / calcipotriene,OldAge,285,0.75
porfimer,Infant,103,0.3
porfimer,Adult,103,1.0
porfimer,OldAge,103,0.75
ethanolamine oleate,Infant,316,0.3
ethanolamine oleate,Adult,316,1.0
ethanolamine oleate,OldAge,316,0.75
tolvaptan,Infant,473,0.3
tolvaptan,Adult,473,1.0
tolvaptan,OldAge,473,0.75
conivaptan,Infant,285,0.3
conivaptan,Adult,285,1.0
conivaptan,OldAge,285,0.75
aluminum chloride hexahydrate,Infant,145,0.3
aluminum chloride hexahydrate,Adult,145,1.0
aluminum chloride hexahydrate,OldAge,145,0.75
benztropine,Infant,477,0.3
benztropine,Adult,477,1.0
benztropine,OldAge,477,0.75
glycopyrronium,Infant,132,0.3
glycopyrronium,Adult,132,1.0
glycopyrronium,OldAge,132,0.75
calcium gluconate,Infant,387,0.3
calcium gluconate,Adult,387,1.0
calcium gluconate,OldAge,387,0.75
hepatitis b immune globulin,Infant,394,0.3
hepatitis b immune globulin,Adult,394,1.0
hepatitis b immune globulin,OldAge,394,0.75
hyaluronidase,Infant,157,0.3
hyaluronidase,Adult,157,1.0
hyaluronidase,OldAge,157,0.75
coagulation factor viia,Infant,164,0.3
coagulation factor viia,Adult,164,1.0
coagulation factor viia,OldAge,164,0.75
lutein,Infant,158,0.3
lutein,Adult,158,1.0
lutein,OldAge,158,0.75
natamycin,Infant,119,0.3
natamycin,Adult,119,1.0
natamycin,OldAge,119,0.75
fluorometholone,Infant,149,0.3
fluorometholone,Adult,149,1.0
fluorometholone,OldAge,149,0.75
naphazoline,Infant,478,0.3
naphazoline,Adult,478,1.0
naphazoline,OldAge,478,0.75
tetrahydrozoline,Infant,224,0.3
tetrahydrozoline,Adult,224,1.0
tetrahydrozoline,OldAge,224,0.75
naphazoline / pheniramine,Infant,287,0.3
naphazoline / pheniramine,Adult,287,1.0
naphazoline / pheniramine,OldAge,287,0.75
tetrahydrozoline / zinc sulfate,Infant,170,0.3
tetrahydrozoline / zinc sulfate,Adult,170,1.0
tetrahydrozoline / zinc sulfate,OldAge,170,0.75
bimatoprost,Infant,408,0.3
bimatoprost,Adult,408,1.0
bimatoprost,OldAge,408,0.75
agalsidase beta,Infant,248,0.3
agalsidase beta,Adult,248,1.0
agalsidase beta,OldAge,248,0.75
migalastat,Infant,386,0.3
migalastat,Adult,386,1.0
migalastat,OldAge,386,0.75
poly-l-lactic acid,Infant,146,0.3
poly-l-lactic acid,Adult,146,1.0
poly-l-lactic acid,OldAge,146,0.75
coagulation factor x,Infant,264,0.3
coagulation factor x,Adult,264,1.0
coagulation factor x,OldAge,264,0.75
factor xiii,Infant,212,0.3
factor xiii,Adult,212,1.0
factor xiii,OldAge,212,0.75
lomitapide,Infant,237,0.3
lomitapide,Adult,237,1.0
lomitapide,OldAge,237,0.75
ergocalciferol,Infant,457,0.3
ergocalciferol,Adult,457,1.0
ergocalciferol,OldAge,457,0.75
triclabendazole,Infant,400,0.3
triclabendazole,Adult,400,1.0
triclabendazole,OldAge,400,0.75
orlistat,Infant,126,0.3
orlistat,Adult,126,1.0
orlistat,OldAge,126,0.75
betaine,Infant,418,0.3
betaine,Adult,418,1.0
betaine,OldAge,418,0.75
rosiglitazone,Infant,263,0.3
rosiglitazone,Adult,263,1.0
rosiglitazone,OldAge,263,0.75
auranofin,Infant,418,0.3
auranofin,Adult,418,1.0
auranofin,OldAge,418,0.75
clomiphene,Infant,195,0.3
clomiphene,Adult,195,1.0
clomiphene,OldAge,195,0.75
chorionic gonadotropin (hcg),Infant,403,0.3
chorionic gonadotropin (hcg),Adult,403,1.0
chorionic gonadotropin (hcg),OldAge,403,0.75
menotropins,Infant,59,0.3
menotropins,Adult,59,1.0
menotropins,OldAge,59,0.75
urofollitropin,Infant,393,0.3
urofollitropin,Adult,393,1.0
urofollitropin,OldAge,393,0.75
flibanserin,Infant,314,0.3
flibanserin,Adult,314,1.0
flibanserin,OldAge,314,0.75
bremelanotide,Infant,102,0.3
bremelanotide,Adult,102,1.0
bremelanotide,OldAge,102,0.75
aminocaproic acid,Infant,202,0.3
aminocaproic acid,Adult,202,1.0
aminocaproic acid,OldAge,202,0.75
nabilone,Infant,461,0.3
nabilone,Adult,461,1.0
nabilone,OldAge,461,0.75
acetaminophen / dextromethorphan / guaifenesin / phenylephrine,Infant,272,0.3
acetaminophen / dextromethorphan / guaifenesin / phenylephrine,Adult,272,1.0
acetaminophen / dextromethorphan / guaifenesin / phenylephrine,OldAge,272,0.75
zanamivir,Infant,428,0.3
zanamivir,Adult,428,1.0
zanamivir,OldAge,428,0.75
acetaminophen / chlorpheniramine,Infant,363,0.3
acetaminophen / chlorpheniramine,Adult,363,1.0
acetaminophen / chlorpheniramine,OldAge,363,0.75
acetaminophen / chlorpheniramine / dextromethorphan / pseudoephedrine,Infant,406,0.3
acetaminophen / chlorpheniramine / dextromethorphan / pseudoephedrine,Adult,406,1.0
acetaminophen / chlorpheniramine / dextromethorphan / pseudoephedrine,OldAge,406,0.75
peramivir,Infant,139,0.3
peramivir,Adult,139,1.0
peramivir,OldAge,139,0.75
acetaminophen / chlorpheniramine / dextromethorphan,Infant,402,0.3
acetaminophen / chlorpheniramine / dextromethorphan,Adult,402,1.0
acetaminophen / chlorpheniramine / dextromethorphan,OldAge,402,0.75
acetaminophen / dextromethorphan / diphenhydramine,Infant,168,0.3
acetaminophen / dextromethorphan / diphenhydramine,Adult,168,1.0
acetaminophen / dextromethorphan / diphenhydramine,OldAge,168,0.75
baloxavir marboxil,Infant,432,0.3
baloxavir marboxil,Adult,432,1.0
baloxavir marboxil,OldAge,432,0.75
"influenza virus vaccine, inactivated",Infant,212,0.3
"influenza virus vaccine, inactivated",Adult,212,1.0
"influenza virus vaccine, inactivated",OldAge,212,0.75
"influenza virus vaccine, live, trivalent",Infant,117,0.3
"influenza virus vaccine, live, trivalent",Adult,117,1.0
"influenza virus vaccine, live, trivalent",OldAge,117,0.75
rimantadine,Infant,275,0.3
rimantadine,Adult,275,1.0
rimantadine,OldAge,275,0.75
follicle stimulating hormone,Infant,199,0.3
follicle stimulating hormone,Adult,199,1.0
follicle stimulating hormone,OldAge,199,0.75
copanlisib,Infant,307,0.3
copanlisib,Adult,307,1.0
copanlisib,OldAge,307,0.75
duvelisib,Infant,138,0.3
duvelisib,Adult,138,1.0
duvelisib,OldAge,138,0.75
salicylic acid / urea,Infant,272,0.3
salicylic acid / urea,Adult,272,1.0
salicylic acid / urea,OldAge,272,0.75
prabotulinumtoxina,Infant,214,0.3
prabotulinumtoxina,Adult,214,1.0
prabotulinumtoxina,OldAge,214,0.75
fenofibrate,Infant,238,0.3
fenofibrate,Adult,238,1.0
fenofibrate,OldAge,238,0.75
colestipol,Infant,228,0.3
colestipol,Adult,228,1.0
colestipol,OldAge,228,0.75
clioquinol,Infant,298,0.3
clioquinol,Adult,298,1.0
clioquinol,OldAge,298,0.75
undecylenic acid,Infant,112,0.3
undecylenic acid,Adult,112,1.0
undecylenic acid,OldAge,112,0.75
efinaconazole,Infant,433,0.3
efinaconazole,Adult,433,1.0
efinaconazole,OldAge,433,0.75
tavaborole,Infant,219,0.3
tavaborole,Adult,219,1.0
tavaborole,OldAge,219,0.75
chenodeoxycholic acid,Infant,115,0.3
chenodeoxycholic acid,Adult,115,1.0
chenodeoxycholic acid,OldAge,115,0.75
tipiracil / trifluridine,Infant,209,0.3
tipiracil / trifluridine,Adult,209,1.0
tipiracil / trifluridine,OldAge,209,0.75
rotavirus vaccine,Infant,67,0.3
rotavirus vaccine,Adult,67,1.0
rotavirus vaccine,OldAge,67,0.75
aluminum hydroxide,Infant,460,0.3
aluminum hydroxide,Adult,460,1.0
aluminum hydroxide,OldAge,460,0.75
avapritinib,Infant,260,0.3
avapritinib,Adult,260,1.0
avapritinib,OldAge,260,0.75
alvimopan,Infant,95,0.3
alvimopan,Adult,95,1.0
alvimopan,OldAge,95,0.75
imiglucerase,Infant,63,0.3
imiglucerase,Adult,63,1.0
imiglucerase,OldAge,63,0.75
miglustat,Infant,458,0.3
miglustat,Adult,458,1.0
miglustat,OldAge,458,0.75
velaglucerase alfa,Infant,146,0.3
velaglucerase alfa,Adult,146,1.0
velaglucerase alfa,OldAge,146,0.75
eliglustat,Infant,472,0.3
eliglustat,Adult,472,1.0
eliglustat,OldAge,472,0.75
taliglucerase alfa,Infant,144,0.3
taliglucerase alfa,Adult,144,1.0
taliglucerase alfa,OldAge,144,0.75
pexidartinib,Infant,249,0.3
pexidartinib,Adult,249,1.0
pexidartinib,OldAge,249,0.75
insulin isophane,Infant,244,0.3
insulin isophane,Adult,244,1.0
insulin isophane,OldAge,244,0.75
insulin isophane / insulin regular,Infant,443,0.3
insulin isophane / insulin regular,Adult,443,1.0
insulin isophane / insulin regular,OldAge,443,0.75
chlorhexidine,Infant,462,0.3
chlorhexidine,Adult,462,1.0
chlorhexidine,OldAge,462,0.75
brimonidine / timolol,Infant,480,0.3
brimonidine / timolol,Adult,480,1.0
brimonidine / timolol,OldAge,480,0.75
methazolamide,Infant,350,0.3
methazolamide,Adult,350,1.0
methazolamide,OldAge,350,0.75
apraclonidine,Infant,396,0.3
apraclonidine,Adult,396,1.0
apraclonidine,OldAge,396,0.75
carbachol,Infant,230,0.3
carbachol,Adult,230,1.0
carbachol,OldAge,230,0.75
echothiophate iodide,Infant,480,0.3
echothiophate iodide,Adult,480,1.0
echothiophate iodide,OldAge,480,0.75
latanoprost,Infant,143,0.3
latanoprost,Adult,143,1.0
latanoprost,OldAge,143,0.75
timolol,Infant,337,0.3
timolol,Adult,337,1.0
timolol,OldAge,337,0.75
dorzolamide / timolol,Infant,256,0.3
dorzolamide / timolol,Adult,256,1.0
dorzolamide / timolol,OldAge,256,0.75
dorzolamide,Infant,238,0.3
dorzolamide,Adult,238,1.0
dorzolamide,OldAge,238,0.75
travoprost,Infant,238,0.3
travoprost,Adult,238,1.0
travoprost,OldAge,238,0.75
brinzolamide,Infant,252,0.3
brinzolamide,Adult,252,1.0
brinzolamide,OldAge,252,0.75
tafluprost,Infant,67,0.3
tafluprost,Adult,67,1.0
tafluprost,OldAge,67,0.75
brimonidine / brinzolamide,Infant,385,0.3
brimonidine / brinzolamide,Adult,385,1.0
brimonidine / brinzolamide,OldAge,385,0.75
latanoprostene bunod,Infant,107,0.3
latanoprostene bunod,Adult,107,1.0
latanoprostene bunod,OldAge,107,0.75
ganirelix,Infant,190,0.3
ganirelix,Adult,190,1.0
ganirelix,OldAge,190,0.75
cefixime,Infant,70,0.3
cefixime,Adult,70,1.0
cefixime,OldAge,70,0.75
febuxostat,Infant,133,0.3
febuxostat,Adult,133,1.0
febuxostat,OldAge,133,0.75
pegloticase,Infant,274,0.3
pegloticase,Adult,274,1.0
pegloticase,OldAge,274,0.75
allopurinol / lesinurad,Infant,405,0.3
allopurinol / lesinurad,Adult,405,1.0
allopurinol / lesinurad,OldAge,405,0.75
lesinurad,Infant,172,0.3
lesinurad,Adult,172,1.0
lesinurad,OldAge,172,0.75
colchicine / probenecid,Infant,85,0.3
colchicine / probenecid,Adult,85,1.0
colchicine / probenecid,OldAge,85,0.75
colistimethate,Infant,354,0.3
colistimethate,Adult,354,1.0
colistimethate,OldAge,354,0.75
gemifloxacin,Infant,363,0.3
gemifloxacin,Adult,363,1.0
gemifloxacin,OldAge,363,0.75
macimorelin,Infant,84,0.3
macimorelin,Adult,84,1.0
macimorelin,OldAge,84,0.75
carbidopa,Infant,273,0.3
carbidopa,Adult,273,1.0
carbidopa,OldAge,273,0.75
vestronidase alfa,Infant,150,0.3
vestronidase alfa,Adult,150,1.0
vestronidase alfa,OldAge,150,0.75
c1 esterase inhibitor (human),Infant,64,0.3
c1 esterase inhibitor (human),Adult,64,1.0
c1 esterase inhibitor (human),OldAge,64,0.75
ecallantide,Infant,145,0.3
ecallantide,Adult,145,1.0
ecallantide,OldAge,145,0.75
icatibant,Infant,153,0.3
icatibant,Adult,153,1.0
icatibant,OldAge,153,0.75
conestat alfa,Infant,104,0.3
conestat alfa,Adult,104,1.0
conestat alfa,OldAge,104,0.75
lanadelumab,Infant,240,0.3
lanadelumab,Adult,240,1.0
lanadelumab,OldAge,240,0.75
emapalumab,Infant,484,0.3
emapalumab,Adult,484,1.0
emapalumab,OldAge,484,0.75
haemophilus b conjugate (prp-t) vaccine,Infant,431,0.3
haemophilus b conjugate (prp-t) vaccine,Adult,431,1.0
haemophilus b conjugate (prp-t) vaccine,OldAge,431,0.75
haemophilus b conjugate (prp-omp) vaccine,Infant,331,0.3
haemophilus b conjugate (prp-omp) vaccine,Adult,331,1.0
haemophilus b conjugate (prp-omp) vaccine,OldAge,331,0.75
aspirin / caffeine,Infant,106,0.3
aspirin / caffeine,Adult,106,1.0
aspirin / caffeine,OldAge,106,0.75
malathion,Infant,429,0.3
malathion,Adult,429,1.0
malathion,OldAge,429,0.75
acetaminophen / butalbital / caffeine,Infant,434,0.3
acetaminophen / butalbital / caffeine,Adult,434,1.0
acetaminophen / butalbital / caffeine,OldAge,434,0.75
acetaminophen / butalbital / caffeine / codeine,Infant,307,0.3
acetaminophen / butalbital / caffeine / codeine,Adult,307,1.0
acetaminophen / butalbital / caffeine / codeine,OldAge,307,0.75
acetaminophen / butalbital,Infant,498,0.3
acetaminophen / butalbital,Adult,498,1.0
acetaminophen / butalbital,OldAge,498,0.75
electrolyte replacement solutions,Infant,426,0.3
electrolyte replacement solutions,Adult,426,1.0
electrolyte replacement solutions,OldAge,426,0.75
dienogest / estradiol,Infant,416,0.3
dienogest / estradiol,Adult,416,1.0
dienogest / estradiol,OldAge,416,0.75
amoxicillin / clarithromycin / lansoprazole,Infant,76,0.3
amoxicillin / clarithromycin / lansoprazole,Adult,76,1.0
amoxicillin / clarithromycin / lansoprazole,OldAge,76,0.75
bismuth subcitrate potassium / metronidazole / tetracycline,Infant,485,0.3
bismuth subcitrate potassium / metronidazole / tetracycline,Adult,485,1.0
bismuth subcitrate potassium / metronidazole / tetracycline,OldAge,485,0.75
amoxicillin / clarithromycin / omeprazole,Infant,110,0.3
amoxicillin / clarithromycin / omeprazole,Adult,110,1.0
amoxicillin / clarithromycin / omeprazole,OldAge,110,0.75
eculizumab,Infant,101,0.3
eculizumab,Adult,101,1.0
eculizumab,OldAge,101,0.75
ravulizumab,Infant,185,0.3
ravulizumab,Adult,185,1.0
ravulizumab,OldAge,185,0.75
antihemophilic factor,Infant,261,0.3
antihemophilic factor,Adult,261,1.0
antihemophilic factor,OldAge,261,0.75
anti-inhibitor coagulant complex,Infant,241,0.3
anti-inhibitor coagulant complex,Adult,241,1.0
anti-inhibitor coagulant complex,OldAge,241,0.75
antihemophilic factor / von willebrand factor,Infant,256,0.3
antihemophilic factor / von willebrand factor,Adult,256,1.0
antihemophilic factor / von willebrand factor,OldAge,256,0.75
emicizumab,Infant,377,0.3
emicizumab,Adult,377,1.0
emicizumab,OldAge,377,0.75
mesna,Infant,223,0.3
mesna,Adult,223,1.0
mesna,OldAge,223,0.75
dibucaine,Infant,192,0.3
dibucaine,Adult,192,1.0
dibucaine,OldAge,192,0.75
hydrocortisone / lidocaine,Infant,476,0.3
hydrocortisone / lidocaine,Adult,476,1.0
hydrocortisone / lidocaine,OldAge,476,0.75
pramoxine,Infant,83,0.3
pramoxine,Adult,83,1.0
pramoxine,OldAge,83,0.75
thrombin,Infant,104,0.3
thrombin,Adult,104,1.0
thrombin,OldAge,104,0.75
protamine,Infant,275,0.3
protamine,Adult,275,1.0
protamine,OldAge,275,0.75
defibrotide,Infant,458,0.3
defibrotide,Adult,458,1.0
defibrotide,OldAge,458,0.75
hepatitis a adult vaccine,Infant,274,0.3
hepatitis a adult vaccine,Adult,274,1.0
hepatitis a adult vaccine,OldAge,274,0.75
hepatitis a adult vaccine / hepatitis b adult vaccine,Infant,50,0.3
hepatitis a adult vaccine / hepatitis b adult vaccine,Adult,50,1.0
hepatitis a adult vaccine / hepatitis b adult vaccine,OldAge,50,0.75
hepatitis a pediatric vaccine,Infant,407,0.3
hepatitis a pediatric vaccine,Adult,407,1.0
hepatitis a pediatric vaccine,OldAge,407,0.75
hepatitis b adult vaccine,Infant,239,0.3
hepatitis b adult vaccine,Adult,239,1.0
hepatitis b adult vaccine,OldAge,239,0.75
hepatitis b pediatric vaccine,Infant,157,0.3
hepatitis b pediatric vaccine,Adult,157,1.0
hepatitis b pediatric vaccine,OldAge,157,0.75
bioflavonoids,Infant,387,0.3
bioflavonoids,Adult,387,1.0
bioflavonoids,OldAge,387,0.75
nitisinone,Infant,204,0.3
nitisinone,Adult,204,1.0
nitisinone,OldAge,204,0.75
aluminum hydroxide / magnesium trisilicate,Infant,246,0.3
aluminum hydroxide / magnesium trisilicate,Adult,246,1.0
aluminum hydroxide / magnesium trisilicate,OldAge,246,0.75
docosanol,Infant,350,0.3
docosanol,Adult,350,1.0
docosanol,OldAge,350,0.75
allantoin / camphor / phenol,Infant,226,0.3
allantoin / camphor / phenol,Adult,226,1.0
allantoin / camphor / phenol,OldAge,226,0.75
zoster vaccine live,Infant,76,0.3
zoster vaccine live,Adult,76,1.0
zoster vaccine live,OldAge,76,0.75
"zoster vaccine, inactivated",Infant,72,0.3
"zoster vaccine, inactivated",Adult,72,1.0
"zoster vaccine, inactivated",OldAge,72,0.75
etidronate,Infant,88,0.3
etidronate,Adult,88,1.0
etidronate,OldAge,88,0.75
prochlorperazine,Infant,318,0.3
prochlorperazine,Adult,318,1.0
prochlorperazine,OldAge,318,0.75
abciximab,Infant,241,0.3
abciximab,Adult,241,1.0
abciximab,OldAge,241,0.75
eflornithine,Infant,399,0.3
eflornithine,Adult,399,1.0
eflornithine,OldAge,399,0.75
omalizumab,Infant,257,0.3
omalizumab,Adult,257,1.0
omalizumab,OldAge,257,0.75
bazedoxifene / conjugated estrogens,Infant,300,0.3
bazedoxifene / conjugated estrogens,Adult,300,1.0
bazedoxifene / conjugated estrogens,OldAge,300,0.75
podophyllum resin,Infant,245,0.3
podophyllum resin,Adult,245,1.0
podophyllum resin,OldAge,245,0.75
resorcinol,Infant,195,0.3
resorcinol,Adult,195,1.0
resorcinol,OldAge,195,0.75
human papillomavirus vaccine,Infant,175,0.3
human papillomavirus vaccine,Adult,175,1.0
human papillomavirus vaccine,OldAge,175,0.75
tetrabenazine,Infant,244,0.3
tetrabenazine,Adult,244,1.0
tetrabenazine,OldAge,244,0.75
deutetrabenazine,Infant,381,0.3
deutetrabenazine,Adult,381,1.0
deutetrabenazine,OldAge,381,0.75
laronidase,Infant,126,0.3
laronidase,Adult,126,1.0
laronidase,OldAge,126,0.75
sodium benzoate / sodium phenylacetate,Infant,431,0.3
sodium benzoate / sodium phenylacetate,Adult,431,1.0
sodium benzoate / sodium phenylacetate,OldAge,431,0.75
carglumic acid,Infant,337,0.3
carglumic acid,Adult,337,1.0
carglumic acid,OldAge,337,0.75
cinacalcet,Infant,248,0.3
cinacalcet,Adult,248,1.0
cinacalcet,OldAge,248,0.75
sodium polystyrene sulfonate,Infant,105,0.3
sodium polystyrene sulfonate,Adult,105,1.0
sodium polystyrene sulfonate,OldAge,105,0.75
patiromer,Infant,400,0.3
patiromer,Adult,400,1.0
patiromer,OldAge,400,0.75
sodium zirconium cyclosilicate,Infant,385,0.3
sodium zirconium cyclosilicate,Adult,385,1.0
sodium zirconium cyclosilicate,OldAge,385,0.75
dichlorphenamide,Infant,437,0.3
dichlorphenamide,Adult,437,1.0
dichlorphenamide,OldAge,437,0.75
calcifediol,Infant,449,0.3
calcifediol,Adult,449,1.0
calcifediol,OldAge,449,0.75
etelcalcetide,Infant,152,0.3
etelcalcetide,Adult,152,1.0
etelcalcetide,OldAge,152,0.75
calcium acetate,Infant,314,0.3
calcium acetate,Adult,314,1.0
calcium acetate,OldAge,314,0.75
sevelamer,Infant,141,0.3
sevelamer,Adult,141,1.0
sevelamer,OldAge,141,0.75
lanthanum carbonate,Infant,201,0.3
lanthanum carbonate,Adult,201,1.0
lanthanum carbonate,OldAge,201,0.75
ferric citrate,Infant,259,0.3
ferric citrate,Adult,259,1.0
ferric citrate,OldAge,259,0.75
sucroferric oxyhydroxide,Infant,60,0.3
sucroferric oxyhydroxide,Adult,60,1.0
sucroferric oxyhydroxide,OldAge,60,0.75
magnesium carbonate,Infant,341,0.3
magnesium carbonate,Adult,341,1.0
magnesium carbonate,OldAge,341,0.75
cabergoline,Infant,363,0.3
cabergoline,Adult,363,1.0
cabergoline,OldAge,363,0.75
methyldopa,Infant,367,0.3
methyldopa,Adult,367,1.0
methyldopa,OldAge,367,0.75
diazoxide,Infant,253,0.3
diazoxide,Adult,253,1.0
diazoxide,OldAge,253,0.75
fenoldopam,Infant,288,0.3
fenoldopam,Adult,288,1.0
fenoldopam,OldAge,288,0.75
clevidipine,Infant,411,0.3
clevidipine,Adult,411,1.0
clevidipine,OldAge,411,0.75
methimazole,Infant,488,0.3
methimazole,Adult,488,1.0
methimazole,OldAge,488,0.75
iodine / potassium iodide,Infant,468,0.3
iodine / potassium iodide,Adult,468,1.0
iodine / potassium iodide,OldAge,468,0.75
rasburicase,Infant,78,0.3
rasburicase,Adult,78,1.0
rasburicase,OldAge,78,0.75
calcitriol,Infant,221,0.3
calcitriol,Adult,221,1.0
calcitriol,OldAge,221,0.75
parathyroid hormone,Infant,379,0.3
parathyroid hormone,Adult,379,1.0
parathyroid hormone,OldAge,379,0.75
calcium lactate,Infant,121,0.3
calcium lactate,Adult,121,1.0
calcium lactate,OldAge,121,0.75
"calcium phosphate, tribasic",Infant,287,0.3
"calcium phosphate, tribasic",Adult,287,1.0
"calcium phosphate, tribasic",OldAge,287,0.75
estropipate,Infant,121,0.3
estropipate,Adult,121,1.0
estropipate,OldAge,121,0.75
potassium chloride,Infant,362,0.3
potassium chloride,Adult,362,1.0
potassium chloride,OldAge,362,0.75
potassium gluconate,Infant,259,0.3
potassium gluconate,Adult,259,1.0
potassium gluconate,OldAge,259,0.75
potassium bicarbonate,Infant,189,0.3
potassium bicarbonate,Adult,189,1.0
potassium bicarbonate,OldAge,189,0.75
potassium bicarbonate / potassium chloride,Infant,447,0.3
potassium bicarbonate / potassium chloride,Adult,447,1.0
potassium bicarbonate / potassium chloride,OldAge,447,0.75
magnesium chloride,Infant,408,0.3
magnesium chloride,Adult,408,1.0
magnesium chloride,OldAge,408,0.75
magnesium amino acids chelate,Infant,365,0.3
magnesium amino acids chelate,Adult,365,1.0
magnesium amino acids chelate,OldAge,365,0.75
magnesium gluconate,Infant,161,0.3
magnesium gluconate,Adult,161,1.0
magnesium gluconate,OldAge,161,0.75
sodium acetate,Infant,159,0.3
sodium acetate,Adult,159,1.0
sodium acetate,OldAge,159,0.75
asfotase alfa,Infant,284,0.3
